"gene","B_C1_CRIP1","B_C10_LOMO2","B_C11_MZB1_PC","B_C2_IGHM_Bn","B_C3_HSPA1A","B_C4_FCRL1","B_C5_IFIT3","B_C6_ZZF331","B_C7_MKI67","B_C8_BACH2","B_C9_IGLL5"
"KRT18P5",0,0,0,0,0,0,0,0,0,0,0
"ABHD17AP4",0,0,0,0,0,0,0,0,0,0,0
"TMEM191A",0.02,0,0,0.04,0.02,0.52,0,0,0,0.08,0
"TUBA3FP",0,0,0,0,0,0.08,0,0,0,0,0
"TUBA3GP",0,0,0,0,0,0,0,0,0,0,0
"BCRP2",0,0,0,0,0,0,0,0,0,0,0
"PI4KAP2",0,0,0,0.01,0,0.34,0,0,0,0,0
"RN7SL280P",0,0,0,0,0,0.04,0,0,0,0,0
"ABHD17AP5",0,0,0,0,0,0.03,0,0,0,0,0
"ASH2LP3",0,0,0,0,0,0,0,0,0,0,0
"ASH2LP2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL263P",0,0,0,0,0,0.04,0,0,0,0,0
"FBXW4P1",0.01,0,0,0,0,0.03,0,0,0,0,0
"CES5AP1",0,0,0,0,0,0,0,0,0,0,0
"ZDHHC8P1",0,0,0,0,0,0,0,0,0,0,0
"GUSBP11",0,0,0,0.01,0,0.43,0,0,0,0.08,0
"RN7SL268P",0,0,0,0,0,0,0,0,0,0,0
"GGTLC4P",0,0,0,0,0,0,0,0,0,0,0
"POM121L9P",0,0,0,0,0,0,0,0,0,0,0
"BCRP3",0,0,0,0,0,0,0,0,0,0,0
"ARL5AP4",0,0,0,0,0,0,0,0,0,0,0
"KIAA1671-AS1",0,0,0,0,0,0,0,0,0,0,0
"CRYBB2P1",0.01,0,0.03,0,0.01,0.63,0,0,0,0.08,0
"YES1P1",0,0,0,0,0,0.11,0,0,0.08,0,0
"HMGB1P10",0,0,0,0,0,0.01,0,0,0.08,0,0
"ISCA2P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL757P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL162P",0,0,0,0,0,0,0,0,0,0,0
"RPEP4",0,0,0,0,0,0,0,0,0,0,0
"SIRPAP1",0,0,0,0,0,0,0,0,0,0,0
"EIF4HP2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL20P",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SL305P",0,0,0,0,0,0,0,0,0,0,0
"NDUFA9P1",0,0,0,0,0,0,0,0,0,0,0
"MTCO3P20",0,0,0,0,0,0,0,0,0,0,0
"MTCYBP34",0,0,0,0,0,0,0,0,0,0,0
"MTND1P10",0,0,0,0,0,0,0,0,0,0,0
"RN7SL385P",0,0,0,0.01,0.01,0.01,0,0,0,0,0
"H1-0",0,0,0,0,0,0.04,0,0,0,0,0
"RN7SL704P",0,0,0,0,0,0.01,0,0,0,0,0
"TPTEP2-CSNK1E",0.17,0.22,24.27,0.15,0.2,5.75,0.14,0.05,12.94,14.74,0.09
"TPTEP2",0.01,0,0.06,0.02,0.02,0.69,0,0,0.08,0,0
"PRDX3P1",0,0,0,0,0,0.01,0,0,0,0,0
"FUNDC2P4",0,0,0,0,0,0,0,0,0,0,0
"UQCRFS1P1",0,0,0,0,0,0,0,0,0,0,0
"LRRC37A14P",0,0,0,0,0,0,0,0,0,0,0
"L3MBTL2-AS1",0,0,0.03,0,0,0.19,0,0,0,0.08,0
"SLC25A5P1",0,0,0,0,0,0.01,0,0,0,0,0
"OLA1P1",0,0,0,0,0,0,0,0,0,0,0
"CYP2D7",0,0,0,0,0,0.03,0,0,0,0,0
"CYP2D8P",0,0,0,0,0,0.06,0,0,0,0,0
"SERHL",0,0,0,0.01,0,0.08,0,0,0,0,0
"RRP7BP",0.01,0,0.06,0.04,0.03,1.51,0,0,0,0.16,0
"RN7SKP80",0,0,0,0,0,0,0,0,0,0,0
"MRPS18CP6",0,0,0,0,0,0,0,0,0,0,0
"KRT18P23",0,0,0,0,0,0,0,0,0,0,0
"ANP32BP2",0,0,0,0,0,0,0,0,0,0,0
"PRR5-ARHGAP8",0.01,0,2.37,0,0,0.18,0.02,0,0.68,0.16,0
"MIR3648-1",0,0,0,0,0,0,0,0,0,0,0
"MIR3648-2",0,0,0,0,0,0,0,0,0,0,0
"TEKT4P2",0,0,0,0.01,0,0.1,0,0,0,0.16,0
"SOWAHCP2",0,0,0,0,0,0,0,0,0,0,0
"CYP4F29P",0,0,0,0,0,0.04,0,0,0,0.08,0
"ANKRD20A11P",0,0,0,0.01,0.01,0.34,0,0,0,0,0
"FRG2MP",0,0,0,0,0,0,0,0,0,0,0
"ABCC13",0,0,0,0,0,0,0,0,0,0,0
"RBMX2P1",0,0,0,0,0,0,0,0,0,0,0
"PPIAP22",0,0,0,0,0,0,0,0,0,0,0
"SREK1IP1P1",0,0,0,0,0,0,0,0,0,0,0
"RNGTTP1",0,0,0,0,0,0,0,0,0,0,0
"FDX1P2",0,0,0,0,0,0,0,0,0,0,0
"LLPHP2",0,0,0,0,0,0,0,0,0,0,0
"EIF4A1P1",0,0,0,0,0,0,0,0,0,0,0
"HSPD1P7",0,0,0,0,0,0,0,0,0,0,0
"THUMPD1P1",0,0,0,0,0,0,0,0,0,0,0
"GAPDHP14",0,0,0,0,0,0,0,0,0,0,0
"UBE3AP2",0,0,0,0,0,0,0,0,0,0,0
"HMGN1P2",0,0,0,0,0,0,0,0,0,0,0
"C21orf59-TCP10L",0,0,0,0,0,0.07,0,0,0,0,0
"EXOSC3P1",0,0,0,0,0,0,0,0,0,0,0
"RNA5SP490",0,0,0,0,0,0,0,0,0,0,0
"USF1P1",0,0,0,0,0,0,0,0,0,0,0
"BTF3P6",0,0,0,0,0,0,0,0,0,0,0
"RN7SL740P",0,0,0,0,0,0,0,0,0,0,0
"PPP1R2P2",0,0,0,0,0,0,0,0,0,0,0
"RIMKLBP1",0,0,0,0,0,0,0,0,0,0,0
"MEMO1P1",0,0,0,0,0,0,0,0,0,0,0
"PSMD4P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL678P",0,0,0,0,0,0,0,0,0,0,0
"RPSAP64",0,0,0,0,0,0,0,0,0,0,0
"PCBP2P1",0,0,0,0,0,0,0,0,0,0,0
"METTL21AP1",0,0,0,0,0,0,0,0,0,0,0
"RNF6P1",0,0,0,0,0,0,0,0,0,0,0
"WRB-SH3BGR",0,0,0,0,0,0,0,0,0,0,0
"JCADP1",0,0,0,0,0,0,0,0,0,0,0
"TMEM97P1",0,0,0,0,0,0,0,0,0,0,0
"H2AZP1",0,0,0.03,0.01,0,0.19,0,0,0,0,0
"DNMT3L-AS1",0,0,0,0,0,0.03,0,0,0,0,0
"MTND6P21",0,0,0,0,0,0,0,0,0,0,0
"IMMTP1",0,0,0,0,0,0,0,0,0,0,0
"SSR4P1",0,0,0,0,0,0.03,0,0,0,0,0
"DSTNP1",0,0,0,0,0,0,0,0,0,0,0
"WASH9P",0,0,0,0,0,0.04,0,0,0,0,0
"MMEL1-AS1",0,0,0,0,0,0,0,0,0,0,0
"NBPF2P",0,0,0,0,0,0,0,0,0,0,0
"RNU6ATAC27P",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P6",0,0,0,0,0,0,0,0,0,0,0
"MIR3671",0,0,0,0,0,0,0,0,0,0,0
"MED28P8",0,0,0,0,0,0,0,0,0,0,0
"EEF1A1P11",0,0,0,0,0,0.01,0,0,0,0,0
"BCAS2P2",0,0,0,0,0,0.03,0,0,0,0,0
"AKR7A2P1",0,0,0,0,0,0,0,0,0,0,0
"OR10AA1P",0,0,0,0,0,0,0,0,0,0,0
"SETP9",0,0,0,0,0,0,0,0,0,0,0
"NDUFAF4P4",0,0,0,0,0,0.01,0,0,0,0,0
"SCARNA18B",0,0,0,0,0,0,0,0,0,0,0
"CD46P1",0,0,0,0,0,0,0,0,0,0,0
"ARPC3P2",0,0,0,0,0,0,0,0,0,0,0
"RNU2-70P",0,0,0,0,0,0.03,0,0,0,0,0
"RN7SKP195",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P42",0,0,0,0,0,0,0,0,0,0,0
"DNAJC19P8",0,0,0,0,0,0,0,0,0,0,0
"OR6R1P",0,0,0,0,0,0,0,0,0,0,0
"SDHCP3",0,0,0,0,0,0,0,0,0,0,0
"ASS1P2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL96P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL455P",0,0,0,0,0,0.01,0,0,0,0,0
"MSH2-OT1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL604P",0,0,0,0,0,0,0,0,0,0,0
"RNU2-39P",0,0,0,0,0,0,0,0,0,0,0
"MTND5P27",0,0,0,0,0,0,0,0,0,0,0
"PEBP1P2",0,0,0,0,0,0,0,0,0,0,0
"CYP4F32P",0,0,0,0,0,0,0,0,0,0,0
"SOWAHCP5",0,0,0,0,0,0,0,0,0,0,0
"TRIM51JP",0,0,0,0,0,0,0,0,0,0,0
"MRPS9-AS1",0,0,0.03,0,0,0.03,0.02,0,0,0,0
"EEF1A1P12",0,0,0,0,0,0,0,0,0,0,0
"EEF1E1P1",0,0,0,0,0,0,0,0,0,0,0
"DDX11L2",0,0,0,0,0,0.01,0,0,0,0,0
"FAR2P1",0,0,0,0,0,0,0,0,0,0,0
"FAR2P3",0,0,0,0,0,0,0,0,0,0,0
"FAR2P4",0,0,0,0,0,0,0,0,0,0,0
"GNAQP1",0,0,0,0,0,0,0,0,0,0,0
"YWHAEP5",0,0,0,0,0,0,0,0,0,0,0
"OR7E89P",0,0,0,0,0,0,0,0,0,0,0
"OR7E90P",0,0,0,0,0,0,0,0,0,0,0
"PRPS1P1",0,0,0,0,0,0,0,0,0,0,0
"PSMA2P3",0,0,0,0,0,0,0,0,0,0,0
"NPM1P33",0,0,0,0,0,0,0,0,0,0,0
"HMGB1P9",0,0,0,0,0,0,0,0,0,0,0
"ATG12P2",0,0,0,0,0,0,0,0,0,0,0
"ECEL1P2",0,0,0,0,0,0,0,0,0,0,0
"HINT2P1",0,0,0,0,0,0,0,0,0,0,0
"MRPS10P2",0,0,0,0,0,0,0,0,0,0,0
"SALL4P5",0,0,0,0,0,0,0,0,0,0,0
"THRAP3P1",0,0,0,0,0,0,0,0,0,0,0
"NIFKP7",0,0,0,0,0,0,0,0,0,0,0
"COX6CP10",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P21",0,0,0,0,0,0,0,0,0,0,0
"PGAM1P3",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP58",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P22",0,0,0,0,0,0,0,0,0,0,0
"NDUFB1P1",0,0,0,0,0,0.01,0,0,0,0,0
"PRDX3P4",0,0,0,0,0,0,0,0,0,0,0
"COPS8P2",0,0,0,0,0,0,0,0,0,0,0
"MYLKP1",0,0,0,0,0,0,0,0,0,0,0
"SRRM1P2",0,0,0,0,0,0,0,0,0,0,0
"MTND4P16",0,0,0,0,0,0,0,0,0,0,0
"MTND5P16",0,0,0,0,0,0,0,0,0,0,0
"OR7E29P",0,0,0,0,0,0,0,0,0,0,0
"RNU1-30P",0,0,0,0,0,0,0,0,0,0,0
"C3orf56",0,0,0.03,0,0,0,0,0,0,0,0
"HMGN1P10",0,0,0,0,0,0,0,0,0,0,0
"EEF1A1P25",0,0,0,0,0,0,0,0,0,0,0
"DDX50P2",0,0,0,0,0,0,0,0,0,0,0
"FLYWCH1P1",0,0,0,0,0,0,0,0,0,0,0
"OR7E85P",0,0,0,0,0,0,0,0,0,0,0
"OR7E83P",0,0,0,0,0,0,0,0,0,0,0
"ENPP7P11",0,0,0,0,0,0,0,0,0,0,0
"SEC63P2",0,0,0,0,0,0,0,0,0,0,0
"MTCO3P39",0,0,0,0,0,0,0,0,0,0,0
"LDHAL6EP",0,0,0,0,0,0,0,0,0,0,0
"MICOS10P4",0,0,0,0,0,0,0,0,0,0,0
"MTND5P5",0,0,0,0,0,0.03,0,0,0,0,0
"RNU1-138P",0,0,0,0,0,0,0,0,0,0,0
"CIR1P2",0,0,0,0,0,0,0,0,0,0,0
"TTC39CP1",0,0,0,0,0,0,0,0,0,0,0
"SETP12",0,0,0,0,0,0,0,0,0,0,0
"LSM3P4",0,0,0,0,0,0,0,0,0,0,0
"HSPD1P5",0,0,0,0,0,0,0,0,0,0,0
"PTGES3P3",0,0,0,0,0,0,0,0,0,0,0
"HSP90AA6P",0,0,0,0,0,0,0,0,0,0,0
"CCNB3P1",0,0,0,0,0,0,0,0,0,0,0
"KCTD9P5",0,0,0,0,0,0,0,0,0,0,0
"C5orf34-AS1",0,0,0,0,0,0.03,0,0,0,0,0
"GNL3LP1",0,0,0,0,0,0,0,0,0,0,0
"PPIAP78",0,0,0,0,0,0,0,0,0,0,0
"CFL1P5",0,0,0,0,0,0,0,0,0,0,0
"RN7SL814P",0,0,0,0,0,0,0,0,0,0,0
"HMGN2P4",0,0,0,0,0,0,0,0,0,0,0
"RNU1-73P",0,0,0,0,0,0,0,0,0,0,0
"MTCO1P24",0,0,0,0,0,0,0,0,0,0,0
"MTND4P35",0,0,0,0,0,0,0,0,0,0,0
"BCLAF1P1",0,0,0,0,0,0,0,0,0,0,0
"CBX3P3",0,0,0,0,0,0,0,0,0,0,0
"XBP1P1",0,0,0,0.01,0,0,0,0,0,0,0
"HMGB1P29",0,0,0,0,0,0,0,0,0,0,0
"MTCYBP18",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SL791P",0,0,0,0,0,0,0,0,0,0,0
"CDC42P5",0,0,0,0,0,0,0,0,0,0,0
"PRDX2P3",0,0,0,0,0,0,0,0,0,0,0
"CDYL-AS1",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P37",0,0,0,0,0,0.01,0,0,0,0,0
"THAP12P5",0,0,0,0,0,0,0,0,0,0,0
"MRPL35P1",0,0,0,0,0,0,0,0,0,0,0
"MCFD2P1",0,0,0,0,0,0,0,0,0,0,0
"DDX39BP2",0,0,0,0,0,0,0,0,0,0,0
"SUCLA2P1",0,0,0,0,0,0,0,0,0,0,0
"FTH1P15",0,0,0,0,0,0,0,0,0,0,0
"MRPL30P1",0,0,0,0,0,0,0,0,0,0,0
"NUFIP1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP163",0,0,0,0,0,0,0,0,0,0,0
"NDUFA5P9",0,0,0,0,0,0,0,0,0,0,0
"DNAJC19P6",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SKP211",0,0,0,0,0,0,0,0,0,0,0
"RPSAP43",0,0,0,0,0,0,0,0,0,0,0
"NIP7P3",0,0,0,0,0,0,0,0,0,0,0
"SRP72P2",0,0,0,0,0,0.03,0,0,0,0,0
"RN7SL173P",0,0,0,0,0,0,0,0,0,0,0
"IMMP1LP3",0.01,0,0,0.01,0,0.36,0,0,0,0,0
"RN7SL851P",0,0,0,0,0,0,0,0,0,0,0
"RPSAP73",0,0,0,0,0,0,0,0,0,0,0
"HSPA8P8",0,0,0,0,0,0,0,0,0,0,0
"TPT1P7",0,0,0,0,0,0,0,0,0,0,0
"DPY19L1P2",0,0,0,0,0,0,0,0,0,0,0
"NPM1P18",0,0,0,0,0,0,0,0,0,0,0
"EPS15P1",0,0,0,0,0,0,0,0,0,0,0
"GNL2P1",0,0,0,0,0,0,0,0,0,0,0
"HAUS6P1",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P42",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P11",0,0,0,0.01,0,0.19,0,0,0,0.08,0
"SEPHS1P1",0,0,0,0,0,0,0,0,0,0,0
"SNRPBP1",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP129",0,0,0,0,0,0,0,0,0,0,0
"HMGB3P21",0,0,0,0,0,0,0,0,0,0,0
"NDUFB9P2",0,0,0,0,0,0,0,0,0,0,0
"COX5BP3",0,0,0,0,0,0,0,0,0,0,0
"OR9N1P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL535P",0,0,0,0,0,0,0,0,0,0,0
"EIF5P1",0,0,0,0,0,0,0,0,0,0,0
"SUPT20HL2",0,0,0,0,0,0,0,0,0,0,0
"H3P43",0,0,0,0,0,0,0,0,0,0,0
"TBCAP1",0,0,0,0,0,0,0,0,0,0,0
"H2AL1QP",0,0,0,0,0,0,0,0,0,0,0
"RN7SL144P",0,0,0,0,0,0,0,0,0,0,0
"RRM2P3",0,0,0,0,0,0,0,0,0,0,0
"H3P44",0,0,0,0,0,0,0,0,0,0,0
"SSX2",0,0,0,0,0,0,0,0,0,0,0
"TOMM20P4",0,0,0,0,0,0,0,0,0,0,0
"DDX3P1",0,0,0,0,0,0.18,0,0,0,0,0
"BUD31P2",0,0,0,0,0,0,0,0,0,0,0
"VDAC1P1",0,0,0,0,0,0,0,0,0,0,0
"RPSAP15",0,0,0,0,0,0,0,0,0,0,0
"MTND1P32",0,0,0,0,0,0,0,0,0,0,0
"MTATP6P19",0,0,0,0,0,0,0,0,0,0,0
"H2BW2",0,0,0,0,0,0,0,0,0,0,0
"KRT18P49",0,0,0,0,0,0,0,0,0,0,0
"FCF1P4",0,0,0,0,0,0,0,0,0,0,0
"XRCC6P2",0,0,0,0,0,0,0,0,0,0,0
"H2AB3",0,0,0,0,0,0,0,0,0,0,0
"ALG1L13P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL806P",0,0,0,0,0,0,0,0,0,0,0
"RPSAP48",0,0,0,0,0,0,0,0,0,0,0
"UBA52P5",0,0,0,0,0,0,0,0,0,0,0
"FAM138C",0,0,0,0,0,0,0,0,0,0,0
"CTAGE12P",0,0,0,0,0,0,0,0,0,0,0
"TCEA1P3",0,0,0,0,0,0,0,0,0,0,0
"YWHABP1",0,0,0,0,0,0,0,0,0,0,0
"SNX18P5",0,0,0,0,0,0,0,0,0,0,0
"FGF7P8",0,0,0,0,0,0.01,0,0,0,0,0
"SNX18P9",0,0,0,0,0,0,0,0,0,0,0
"CBWD4P",0,0,0,0,0,0.15,0,0,0,0,0
"GXYLT1P4",0,0,0,0,0,0,0,0,0,0,0
"OR7E31P",0,0,0,0,0,0,0,0,0,0,0
"OR7E116P",0,0,0,0,0,0,0,0,0,0,0
"OR13C9",0,0,0,0,0,0,0,0,0,0,0
"RN7SL187P",0,0,0,0,0,0,0,0,0,0,0
"TLK1P1",0,0,0,0,0,0,0,0,0,0,0
"SKA2P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL302P",0,0,0,0,0,0,0,0,0,0,0
"FAM99A",0,0,0.03,0,0,0,0,0,0,0,0
"OR51B8P",0,0,0,0,0,0,0,0,0,0,0
"CYCSP25",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA3P9",0,0,0,0,0,0,0,0,0,0,0
"RN7SL652P",0,0,0,0,0,0,0,0,0,0,0
"KRT8P26",0,0,0,0,0,0,0,0,0,0,0
"NDUFA3P2",0,0,0,0,0,0,0,0,0,0,0
"OR7E4P",0,0,0,0,0,0,0,0,0,0,0
"ENPP7P8",0,0,0,0,0,0.03,0,0,0,0,0
"OR7E128P",0,0,0,0,0,0,0,0,0,0,0
"OR7E126P",0,0,0,0,0,0,0,0,0,0,0
"FOLH1B",0,0,0,0,0,0,0,0,0,0,0
"OSBPL9P2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL828P",0,0,0,0,0,0,0,0,0,0,0
"HSPE1P18",0,0,0,0,0,0,0,0,0,0,0
"ELOCP22",0,0,0,0,0,0,0,0,0,0,0
"RN7SL351P",0,0,0,0,0,0,0,0,0,0,0
"SPATA19",0,0,0,0,0,0,0,0,0,0,0
"SDCBPP1",0,0,0,0,0,0,0,0,0,0,0
"SVIL2P",0,0,0,0,0,0,0,0,0,0,0
"TMEM161BP1",0,0,0,0,0,0,0,0,0,0,0
"EIF3LP2",0,0,0,0,0,0,0,0,0,0,0
"SNORD3J",0,0,0,0,0,0,0,0,0,0,0
"ARL4AP1",0,0,0,0,0,0,0,0,0,0,0
"IMPDH1P5",0,0,0,0,0,0,0,0,0,0,0
"C1DP2",0,0,0,0,0,0,0,0,0,0,0
"RNU1-19P",0,0,0,0,0,0,0,0,0,0,0
"CTSLP1",0,0,0,0,0,0,0,0,0,0,0
"RCBTB2P1",0,0,0,0,0,0,0,0,0,0,0
"MARK2P16",0,0,0,0,0,0,0,0,0,0,0
"YWHAZP5",0,0,0,0,0,0,0,0,0,0,0
"CTAGE7P",0,0,0,0,0,0,0,0,0,0,0
"ADGRA1-AS1",0,0,0,0,0,0,0,0,0,0,0
"HTR1DP1",0,0,0,0,0,0,0,0,0,0,0
"HIGD1AP8",0,0,0,0,0,0,0,0,0,0,0
"MRPS18CP4",0,0,0,0,0,0,0,0,0,0,0
"METTL8P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL67P",0,0,0,0,0,0,0,0,0,0,0
"EEF1A1P4",0,0,0,0,0,0,0,0,0,0,0
"MIR7851",0,0,0,0,0,0,0,0,0,0,0
"OR5BT1P",0,0,0,0,0,0,0,0,0,0,0
"METTL7AP1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL744P",0,0,0,0,0,0,0,0,0,0,0
"OSBPL9P4",0,0,0,0,0,0,0,0,0,0,0
"NTAN1P3",0,0,0,0,0,0,0,0,0,0,0
"CCNG2P1",0,0,0,0,0,0,0,0,0,0,0
"CENPCP1",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P50",0,0,0,0,0,0,0,0,0,0,0
"RN7SL330P",0,0,0,0,0,0,0,0,0,0,0
"LSM3P2",0,0,0,0,0,0,0,0,0,0,0
"RNY1P16",0,0,0,0,0,0,0,0,0,0,0
"HSPE1P4",0,0,0,0,0,0.01,0,0,0,0,0
"SNORA9B",0,0,0,0,0,0,0,0,0,0,0
"MRPS31P2",0,0,0,0,0,0.01,0,0,0,0,0
"TATDN2P3",0,0,0,0,0,0,0,0,0,0,0
"PHBP13",0,0,0,0,0,0,0,0,0,0,0
"CCDC169-SOHLH2",0,0,0,0,0,0,0,0,0,0,0
"MAPK6P3",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP4",0,0,0,0,0,0,0,0,0,0,0
"RN7SL618P",0,0,0,0,0,0,0,0,0,0,0
"PPP1R2P10",0,0,0,0,0,0,0,0,0,0,0
"FAM204CP",0,0,0,0,0,0,0,0,0,0,0
"RNU4ATAC3P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL164P",0,0,0,0,0,0,0,0,0,0,0
"ASNSP3",0,0,0,0,0,0,0,0,0,0,0
"BMS1P17",0,0,0,0,0,0,0,0,0,0,0
"RNU6-1046P",0,0,0,0,0,0,0,0,0,0,0
"UBE2CP1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL108P",0,0,0,0,0,0,0,0,0,0,0
"DYNLL1P1",0,0,0,0,0,0,0,0,0,0,0
"ENSAP2",0,0,0,0,0,0,0,0,0,0,0
"GLRXP2",0,0,0,0,0,0,0,0,0,0,0
"GOLGA8EP",0,0,0,0,0,0,0,0,0,0,0
"RN7SL796P",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P45",0.01,0,0,0,0,0,0,0,0,0,0
"RN7SL376P",0,0,0,0,0,0,0,0,0,0,0
"RNU1-78P",0,0,0,0,0,0,0,0,0,0,0
"MTCO3P23",0,0,0,0,0,0,0,0,0,0,0
"MTCYBP23",0,0,0,0,0,0,0,0,0,0,0
"RNU6-549P",0,0,0,0,0,0,0,0,0,0,0
"RNU2-65P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL736P",0,0,0,0,0,0,0,0,0,0,0
"DDX11L10",0,0,0,0,0,0.01,0,0,0,0,0
"VPS35P1",0,0,0,0,0,0,0,0,0,0,0
"CES1P1",0,0,0,0,0,0,0,0,0,0,0
"HMGB3P32",0,0,0,0,0,0,0,0,0,0,0
"RNASEH1P2",0,0,0,0,0,0,0,0,0,0,0
"KRT17P1",0,0,0,0,0,0,0,0,0,0,0
"KRT17P2",0,0,0,0,0,0,0,0,0,0,0
"KRT16P1",0,0,0,0,0,0,0,0,0,0,0
"KRT42P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL258P",0,0,0,0,0,0,0,0,0,0,0
"MRPS21P9",0,0,0,0,0,0,0,0,0,0,0
"DHX40P1",0,0,0,0,0,0,0,0,0,0,0
"SH3GL1P3",0,0,0,0,0,0,0,0,0,0,0
"CD300H",0,0,0,0,0,0,0,0,0,0,0
"FGF7P1",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P11",0,0,0,0,0,0,0,0,0,0,0
"DUXAP7",0,0,0,0,0,0,0,0,0,0,0
"EIF4E2P1",0,0,0,0,0,0,0,0,0,0,0
"RNA5SP477",0,0,0,0,0.01,0.07,0,0,0,0,0
"KRT18P3",0,0,0,0,0,0,0,0,0,0,0
"CSTP1",0,0,0,0,0,0,0,0,0,0,0
"CDC27P3",0,0,0,0,0,0,0,0,0,0,0
"CDC42P1",0,0,0,0,0,0,0,0,0,0,0
"RNU4-40P",0,0,0,0,0,0,0,0,0,0,0
"HSPD1P21",0,0,0,0,0,0,0,0,0,0,0
"CCNB1IP1P2",0,0,0,0,0,0,0,0,0,0,0
"SUMO1P1",0,0,0,0,0,0,0,0,0,0,0
"MTND1P9",0,0,0,0,0,0,0,0,0,0,0
"RNU1-134P",0,0,0,0,0,0,0,0,0,0,0
"SNORD105B",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P18",0,0,0,0,0,0,0,0,0,0,0
"VN1R83P",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P26",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P28",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P30",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P8",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P40",0,0,0,0,0,0,0,0,0,0,0
"MAN1A2P1",0,0,0,0,0,0,0,0,0,0,0
"RAB4B-EGLN2",0.1,0.22,0.19,0.01,0.11,0.04,0.34,0.05,0.08,0.08,0
"HNRNPA1P52",0,0,0,0,0,0,0,0,0,0,0
"KLKP1",0,0,0,0,0.01,0.01,0,0,0,0,0
"NIFKP6",0,0,0,0,0,0,0,0,0,0,0
"LILRP2",0,0,0,0,0,0,0,0,0,0,0
"FRG1FP",0,0,0,0,0,0,0,0,0,0,0
"NBEAP3",0,0,0,0,0,0,0,0,0,0,0
"KCNMB3P1",0,0,0,0,0,0,0,0,0,0,0
"POM121L1P",0,0,0,0,0,0,0,0,0,0,0
"MTCO2P20",0,0,0,0,0,0,0,0,0,0,0
"MTCO1P1",0,0,0,0,0,0,0,0,0,0,0
"VDAC2P1",0,0,0,0,0,0,0,0,0,0,0
"KRTAP13-6P",0,0,0,0,0,0,0,0,0,0,0
"TIMM9P2",0,0,0,0,0,0,0,0,0,0,0
"MMP23A",0,0,0,0,0,0,0,0,0,0,0
"CAMTA1-AS2",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP269",0,0,0,0,0,0,0,0,0,0,0
"HS6ST1P1",0,0,0,0,0,0,0,0,0,0,0
"CROCCP5",0,0,0,0,0,0,0,0,0,0,0
"CHMP1AP1",0,0,0,0,0,0,0,0,0,0,0
"ATP6V0CP4",0,0,0,0,0,0,0,0,0,0,0
"ZNF859P",0,0,0,0,0,0,0,0,0,0,0
"MTND2P29",0,0,0,0,0,0,0,0,0,0,0
"RN7SL475P",0,0,0,0,0,0,0,0,0,0,0
"LAMTOR5P1",0,0,0,0,0,0,0,0,0,0,0
"TPI1P1",0,0,0,0,0,0,0,0,0,0,0
"PRKAR1AP1",0,0,0,0,0,0,0,0,0,0,0
"SLC25A24P1",0,0,0,0,0,0.03,0,0,0,0,0
"CCNT2P1",0,0,0,0,0,0,0,0,0,0,0
"FAM91A3P",0,0,0,0,0,0,0,0,0,0,0
