"gene","EC_C1_IGFBP7","EC_C10_COL1A2","EC_C11_RROX1","EC_C12_FCN3","EC_C13_MKI67","EC_C2_GJA5","EC_C3_HSPA1A","EC_C4_FLT1","EC_C5_ROBO2","EC_C6_ACKR1","EC_C7_IL6","EC_C8_IL32","EC_C9_CXCR4"
"SLC1A3",0.49,4.21,0.2,0.23,1.18,1.8,0.4,0.99,0.46,0.46,0.56,0.66,0.95
"NIPBL-DT",1.13,2.81,1.53,0.23,6.82,3.33,0.8,6.65,4.25,2.03,1.47,4.82,1.45
"NIPBL",19.29,50.19,22.68,27.11,46.12,44.18,29.95,58.63,72.76,37.82,40.6,46.28,38.24
"CPLANE1",3.96,13.2,6.03,4.1,17.65,14.29,6.32,23.31,31.28,11.23,8.47,13.63,8.41
"NUP155",3.7,9.08,4.29,3.19,20.71,7.9,5.07,11.78,13.65,6.55,6.51,9.6,7.14
"WDR70",7.51,25.19,7.76,7.97,20.47,20.08,10.46,26.76,43.98,15.97,14.81,19.95,14.48
"GDNF",0.04,0.09,0,0.68,0.24,0,0.02,0.13,0.14,0.03,0.07,0.05,0.06
"EGFLAM",0.42,13.01,0.1,0.23,1.88,5.32,0.22,1.47,0.87,0.62,0.56,0.98,1.01
"EGFLAM-AS4",0,0.09,0,0,0,0,0,0,0.03,0,0,0,0
"LIFR",29.31,55.24,9.4,31.44,17.65,47.71,48.65,32.86,47.17,64.89,68,19.77,26.93
"LIFR-AS1",1.32,4.59,2.25,1.59,1.65,3.54,1.95,3,4.17,2.89,3.2,2.06,1.2
"OSMR-AS1",1.14,7.68,0.61,2.96,2.59,4.96,2.92,4.11,12.1,3.57,4.45,2.34,2.34
"OSMR",12.67,35.77,8.38,12.98,17.88,28.73,21.05,26.08,42.49,32.18,37.04,16.53,14.03
"RICTOR",10.76,29.78,11.03,13.44,22.59,28.56,17.73,30.95,42.03,19.48,19.39,22.25,25.35
"FYB1",1,1.97,0.41,0.46,2.12,1.43,1.17,1.8,5.42,2.83,2.88,1.31,35.59
"C9",0.17,0.66,0.1,0.23,1.18,0.7,0.52,0.74,5.39,0.58,0.46,0.66,0.32
"DAB2",29.12,51.97,40.25,59.45,54.82,39.54,34.49,57.92,65.15,39.42,46.75,56.07,23.7
"TTC33",4.23,13.39,7.87,4.1,12.47,9.91,7.09,12.32,20.69,8.52,9.22,10.07,9.67
"PTGER4",1.18,9.55,2.04,0.68,4.24,10.65,2.8,2.59,5.23,3.38,8.01,1.97,30.78
"PRKAA1",13.52,34.74,11.64,13.67,35.76,29.62,17.93,39.31,41.67,21.85,23.44,33.96,19.66
"CARD6",7.8,15.64,13.69,9.34,20.47,18.3,11.79,18.84,25.24,16.28,16.02,18.13,8.66
"C7",4.34,18.35,5.01,43.96,2.59,1.41,5.69,0.69,30.63,38.55,37.59,2.25,5.69
"MROH2B",0.04,0,0.1,0.23,0,0.04,0.07,0.03,0.49,0.06,0,0.19,0
"C6",0.32,1.03,0,1.59,0.24,0.21,0.4,0.05,0.54,0.65,1.37,0.19,0.13
"PLCXD3",2.08,7.21,1.43,10.93,0.71,1.14,7.39,0.89,22.39,22.25,19.12,0.98,6.89
"OXCT1",3.7,12.64,4.49,2.51,21.18,5.98,4.72,9.52,17.44,10.71,11.64,7.96,12.52
"C5orf51",5.56,11.14,6.13,5.69,9.88,10.86,7.19,12.85,12.65,9.42,11.83,10.02,6.32
"FBXO4",4.26,10.11,5.82,4.56,10.12,7.2,5.92,7.31,10.59,8.09,9.32,8.95,4.93
"GHR",1.44,12.45,2.25,2.96,2.12,6.58,3.35,8.99,20.36,4.22,4.35,4.73,3.16
"CCDC152",1.35,4.21,3.98,6.15,2.12,1.43,1.45,1.63,2.82,1.05,1.18,2.01,2.28
"SELENOP",23.85,35.21,43.51,58.09,33.88,33.01,34.24,58.71,64.39,33.2,29.13,40.23,25.47
"ANXA2R",9.53,18.45,11.64,5.01,23.76,13.71,13.69,14.02,15.95,14.43,17.55,17.61,16.12
"ZNF131",9.27,31.84,10.21,11.85,25.18,23.21,19.13,26.99,44.52,19.11,29.65,22.67,22.88
"NIM1K",0.13,0.66,0.2,0.23,0.47,0.33,0.2,0.38,1.71,0.18,0.33,0.19,0.06
"HMGCS1",6.32,24.34,7.97,7.74,20.24,17.21,13.86,15.06,25.16,9.88,16.64,16.72,16.18
"CCL28",0.82,3.37,4.49,2.73,0,1.01,1.1,0.43,1.33,1.85,2.35,0.52,2.47
"TMEM267",1.64,6.27,2.96,2.28,6.59,5.29,2.7,7.57,13.46,3.85,3.07,6.23,5.12
"C5orf34",0.43,1.97,0.72,0.23,6.35,1.01,0.55,1.27,2.22,1.2,1.08,1.08,0.63
"PAIP1",17.11,38.67,22.37,22.78,40.24,29.2,23.35,31.79,34.93,27.69,36.61,34.24,21.05
"NNT-AS1",5.5,15.54,10.62,6.61,16.94,9.93,7.17,12.27,12.97,11.11,11.28,10.73,6.26
"NNT",5.61,15.36,8.27,5.47,24.71,14.29,6.97,17.32,21.09,11.85,11.25,14.75,9.92
"FGF10",0,1.59,0.1,0,0,0.02,0,0.05,0.16,0.15,0.2,0,0.13
"FGF10-AS1",0,0.28,0.1,0,0,0,0,0.03,0.05,0.06,0,0.05,0
"MRPS30-DT",0.78,1.97,2.25,0.46,2.12,4.69,0.65,3.15,3.79,2.09,1.21,2.2,1.2
"MRPS30",7.99,18.63,12.05,7.52,16.94,15.12,11.01,14.91,16.44,14.49,17.39,16.81,13.78
"HCN1",0,0,0,0,0,0.02,0.02,0.03,0.11,0.03,0.07,0.05,0.06
"EMB",0.93,3.84,1.63,4.78,3.06,1.65,1.85,1.12,1.73,0.74,1.41,1.12,30.91
"PARP8",1.03,8.71,3.68,1.82,2.35,3.54,2.65,2.77,3.9,0.65,1.18,2.11,32.49
"ISL1",0.01,2.06,0,0,0,0.06,0.05,0,0.19,0.12,0.03,0,0
"PELO",10.64,29.03,10.42,10.93,21.88,16.96,17.78,25.47,20.42,11.35,21.31,22.48,11.57
"ITGA1",28.45,60.67,24.21,27.33,34.35,41.72,45.3,75.29,46.66,17.63,19.52,51.38,33.38
"ITGA2",10.96,19.85,8.38,6.61,43.76,17.25,11.91,47.64,34.06,19.69,20.24,39.81,11.13
"MOCS2",13.84,35.39,19.2,14.81,23.76,21.45,16.38,24.45,23.72,22.12,24.22,25.01,14.73
"FST",0.35,4.68,0.61,0.23,0.47,0.68,0.25,0.25,0.38,0.46,0.82,0.61,0.32
"NDUFS4",23.88,52.15,31.77,23.92,46.59,34.06,27.17,36.26,42.11,34.77,41.61,42.81,20.04
"ARL15",21.3,42.98,11.95,11.62,25.88,75.33,20.18,59.4,65.45,18.65,17.78,36.44,22.69
"SNX18",4.55,17.04,2.66,7.97,8.47,13.88,7.62,10.23,11.75,9.17,9.15,7.82,8.53
"ESM1",20.9,29.68,0.51,3.87,10.59,23.19,15.01,47.03,8.56,1.42,2.94,35.27,12.52
"GZMK",1.07,3.28,0.82,1.14,1.88,1.08,0.72,0.91,0.68,0.74,0.78,0.75,18.27
"GZMA",1.58,2.72,1.02,0.91,1.88,1.45,1.37,1.22,0.84,0.74,0.88,1.17,34.77
"CDC20B",0.16,1.31,0,0.23,0,0.48,0.47,0.46,0.62,0.12,0.16,0.56,0.44
"GPX8",9.96,22.1,2.15,5.92,29.18,12.18,8.47,26.79,17.84,15.69,13.44,23.42,6.01
"CCNO",0.17,0.28,0.2,0,0.47,0.33,0.17,0.33,0.3,0.37,0.42,0.28,0.06
"DHX29",15.18,37.83,20.02,12.3,32,25.05,17.68,30.68,32.55,24.31,25.92,30.49,18.39
"MTREX",4.68,13.3,7.15,6.83,17.41,15.14,8.12,22.07,36.23,12.55,10.2,16.96,15.04
"PLPP1",53.5,73.78,22.88,46.24,58.59,87.03,50.22,90.35,79.85,46.34,50.51,71.48,34.83
"SLC38A9",2.76,8.71,6.44,4.56,8,6.56,3.55,8.61,15.6,7.05,5.82,6.09,4.42
"DDX4",0,0,0,0,0,0,0,0.03,0,0.03,0,0,0
"IL31RA",0.05,0.19,0,0,0.47,0.23,0.07,0.36,0.76,0.22,0.2,0.37,0.19
"IL6ST",51.6,80.52,64.45,74.49,75.76,73.01,67.91,87.38,91.85,81.38,85.68,77,53.54
"ANKRD55",0.68,1.31,1.33,8.2,2.35,0.35,1.02,1.68,3.74,2.03,3.2,1.45,1.26
"C5orf67",0.01,0.09,0.61,0,0,0.14,0,0.03,0.35,0.12,0,0.05,0
"MAP3K1",5.9,16.67,20.63,9.57,18.35,17.93,9.02,20.82,36.47,15.69,13.37,17.99,17.32
"SETD9",2.46,7.58,8.89,2.05,5.41,4.47,4.7,3.2,7.8,4.74,8.99,4.68,3.22
"MIER3",2.34,8.43,3.58,3.87,8.24,6.04,4.4,8.3,10.43,4.34,5.03,7.45,4.42
"GPBP1",23.23,58.99,32.69,28.25,48.47,45.87,40.48,53.2,70.59,41.11,50.05,47.73,58.15
"PLK2",35.17,61.33,18.9,27.11,57.18,52.93,46.03,66.91,56.32,42.46,48.25,61.36,29.71
"GAPT",0.16,0.19,0.1,0.68,0,0.1,0.32,0.15,0.16,0.12,0.07,0.09,1.45
"RAB3C",2.96,5.62,1.63,23.92,2.35,0.08,3.47,0.38,25.86,33.72,31.84,1.08,3.1
"PDE4D",9.51,26.97,12.16,9.57,24.94,35.1,10.66,43.85,66.02,25.45,23.99,28.85,33.63
"PART1",0.62,0.75,0.51,0,0.47,0.85,0.17,0.53,0.49,0.71,0.85,0.19,0.25
"DEPDC1B",0.13,0.28,0.1,0,10.35,0.41,0.17,0.43,0.97,0.28,0.69,0.14,0.76
"ELOVL7",2.83,5.99,0.41,0.91,0.71,11.17,3.32,1.47,7.93,13.75,18.93,1.69,1.9
"ERCC8",2.44,6.84,3.58,1.59,5.41,4.76,3.15,7.64,10.4,4.18,4.67,5.95,4.11
"NDUFAF2",12.49,27.81,14.1,10.02,24.71,20.12,13.19,19.43,31.38,18.31,22.79,24.96,11.88
"SMIM15",8.99,23.88,14.4,6.83,25.18,18.86,11.69,16.56,18.3,14.77,18.24,17.05,13.65
"SMIM15-AS1",0.03,0.47,0,0,0.24,0.64,0.07,0.63,2.17,0.4,0.23,0.19,0.13
"ZSWIM6",7.89,33.43,9.6,14.35,23.29,27.4,18.31,40.81,69.27,18.22,27.17,27.68,24.91
"C5orf64",0.01,0.09,1.23,0,0.24,0.04,0,0.2,0.22,0.06,0.1,0.19,0
"KIF2A",8.46,21.44,12.87,11.85,28,19.52,13.41,26.28,33.5,17.54,18.34,21.45,22.44
"DIMT1",9.39,21.63,16.85,8.2,18.82,13.32,11.96,15.16,20.55,16,23.11,20.14,12.33
"IPO11",23.92,36.42,30.95,21.87,47.29,35.49,21,50.99,45.76,30.83,36.55,46.42,14.35
"LRRC70",3.46,4.21,6.33,2.28,5.41,4.74,3.25,6.91,5.88,7.88,8.63,5.76,1.33
"RNF180",4.12,18.63,4.19,8.2,5.65,10.09,4.72,16.15,23.96,10.52,10.2,11.1,3.48
"RGS7BP",0.75,3.56,0.2,1.14,8.47,0.06,1.22,1.17,5.85,6.43,5.88,3.42,1.2
"SREK1IP1",19.54,42.6,29.32,20.27,42.12,31.25,24.55,36.36,39.21,30.12,33.93,38.31,22.95
"CWC27",9.25,27.06,11.64,11.16,26.35,20.95,11.69,21.56,30.73,17.48,19.42,21.87,14.22
"ADAMTS6",8.93,17.51,8.68,3.42,26.35,42.71,9.04,24.35,28.62,16.25,10.92,20.61,12.96
"CENPK",1.58,3.75,2.66,1.59,40.24,2.09,2.32,3.17,4.44,2.06,2.88,4.03,5.12
"PPWD1",7.58,18.91,11.54,7.29,17.65,16.69,10.11,18.59,24.72,15.11,16.08,15.04,13.08
"TRIM23",3.91,12.64,5.01,4.56,9.88,9.35,5.57,13.51,14.6,7.78,6.86,8.9,7.59
"SHLD3",0.55,0.84,0.41,0.46,3.29,0.99,1.12,1.68,1.76,0.89,0.92,1.36,1.71
"TRAPPC13",4.24,11.24,5.62,3.64,9.65,8.69,5.52,10.21,11.86,6.74,6.37,9.18,6.45
"SGTB",3.3,8.99,3.98,3.19,13.18,7.43,5,10.23,11.83,6.62,6.96,8.34,9.42
"NLN",2.06,3.46,3.37,2.05,9.88,3.93,2.4,5.21,10.43,5.94,5.75,6.65,1.9
"ERBIN",10.69,26.59,13.59,15.03,35.76,33.09,19.58,57.21,68.78,23.11,21.25,38.03,30.03
"SREK1",21.81,51.5,23.7,20.27,43.76,38.41,28.07,45.4,55.54,37.38,40.7,42.01,28.45
"MAST4",19.86,51.69,10.93,18.68,43.53,66.97,28.4,54.44,61.74,30.62,43.64,46.7,28.76
"MAST4-IT1",0,0,0,0,0,0,0,0,0,0,0.03,0,0
"MAST4-AS1",0.25,0.84,0.41,0,0.94,0.46,0.4,0.48,0.87,0.31,0.49,0.47,0.51
"CD180",0.09,0.09,0.2,0.23,0,0.43,0,0.2,0.14,0.06,0.03,0.23,0.63
"PIK3R1",11.03,39.98,9.5,12.07,33.88,24.34,15.03,40.02,40.24,15.35,18.18,30.82,42.54
"SLC30A5",8.09,20.22,9.09,10.02,22.59,15.66,9.72,19.45,21.42,12.49,13.27,18.13,12.71
"CCNB1",1.17,2.9,2.15,1.14,38.82,1.68,1.75,1.7,2.87,2.22,2.09,2.15,2.02
"CENPH",1.8,4.03,1.84,1.37,34.12,2.79,2.3,2.41,4.6,3.26,4.97,3.65,3.54
"MRPS36",18.67,43.63,23.7,16.4,37.65,30.57,20.5,27.91,28.11,23.54,32.2,33.07,22.38
"CDK7",3.66,9.27,6.13,3.87,7.76,8.09,5.89,8.2,13.81,7.14,10.85,8.1,5.12
"CCDC125",1.63,4.12,3.98,2.73,3.29,5.29,2.35,3.91,7.28,4.74,4.51,2.48,2.59
"AK6",10.26,27.9,12.46,10.25,23.29,17.04,13.81,15.41,19.06,15.54,23.8,20.19,11.31
"TAF9",14.29,31.84,23.6,13.21,31.76,21.03,18.63,16.48,21.34,22.43,35.8,23.7,18.08
"RAD17",4.58,10.58,6.33,6.61,14.82,10.78,7.09,13.76,14.22,8.46,7.81,10.4,9.29
"MARVELD2",1.28,3.56,1.43,1.37,0.71,3.81,7.29,0.43,1.71,3.02,3.82,0.66,6.57
"OCLN",2.52,6.93,2.86,3.64,3.06,6.78,14.26,2.51,3.55,4.68,4.77,2.06,10.68
"GTF2H2C",1.93,5.62,2.66,2.05,3.06,4.18,2.67,4.14,4.41,3.6,2.75,3.51,3.92
"SERF1B",0.2,0.37,0,0.23,0.47,0.25,0.37,0.41,0.62,0.49,0.59,0.33,0.19
"SMN2",1,2.81,1.94,0.91,2.59,1.26,1.52,2.26,2.68,1.38,2.52,1.83,1.71
"SERF1A",0.58,1.03,1.43,0,1.18,1.43,1,1.4,1.81,1.08,1.34,1.26,1.14
"SMN1",1.42,4.78,1.74,0.91,4,3.12,2.6,3.5,4.47,3.42,3.76,3.93,2.84
"NAIP",3.71,7.96,7.25,4.33,7.29,6.06,12.81,10.01,14.35,8.15,7.65,6.18,11.57
"GTF2H2",2.85,8.99,2.55,4.1,8.71,4.69,3.67,5.61,7.8,4.22,4.09,5.62,4.24
"BDP1",18.82,47.85,24.41,22.1,48,38.2,29.75,48.65,57.7,33.29,38.28,42.2,34.45
"MCCC2",5.41,14.23,6.03,7.29,16.94,11.64,5.59,14.3,15.57,9.63,9.55,13.07,8.28
"MAP1B",19.3,61.7,35.34,7.06,69.18,39.77,13.14,55.99,35.77,19.08,19.32,57.05,14.29
"MRPS27",7.55,17.42,8.68,5.92,25.41,12.97,9.17,16.07,22.42,13.97,15.04,15.83,8.09
"PTCD2",1.58,4.12,2.45,1.14,4.47,3.52,2.42,4.29,4.49,3.26,2.62,2.39,2.02
"ZNF366",10.28,19.85,0.41,8.88,19.76,18.84,13.34,31.87,32.74,16.03,12.88,23.37,9.17
"TNPO1",16.74,38.86,24.21,16.86,49.18,31.17,22.4,44.74,52.64,29.72,33.54,39.53,24.02
"FCHO2",18.9,39.04,14.3,23.92,40.24,38.18,24.68,59.32,65.48,32.28,30.79,39.58,21.55
"TMEM171",0.32,0.37,0,0.23,1.65,0.87,0.22,0.28,0.76,0.34,0.42,0.28,0.44
"FOXD1",0.17,5.62,0.1,0,0.94,0.25,0.5,0.33,0.51,0.18,0.36,0.56,0.95
"BTF3",71.25,89.98,85.7,71.3,84,82.4,77.02,76.99,81.97,88.71,94.38,85.67,81.23
"ANKRA2",5.58,13.39,5.72,5.24,12,9.39,10.66,10.94,11.43,8.92,8.79,9.6,10.62
"UTP15",2.48,7.96,3.58,2.05,6.12,4.3,4.57,5.79,7.28,5.51,9.32,5.2,4.74
"ARHGEF28",4.15,11.89,4.8,2.51,14.12,21.61,5.12,21.31,35.8,12.22,10.82,20.52,6.45
"ENC1",3.92,14.89,2.86,5.47,21.88,3.37,8.72,14.42,13.11,5.02,4.64,12.41,11.82
"HEXB",19.87,42.88,26.15,21.18,45.18,28.44,20.95,31.06,33.31,30.43,37.17,34.38,16.43
"GFM2",2.95,8.71,4.29,2.96,8.94,6.54,3.42,8.61,9.67,4.95,4.51,7.63,4.68
"NSA2",28.08,56.37,34.42,31.21,60.47,38.37,30.07,47.13,55.54,45.14,53.22,53.63,38.75
"FAM169A",0.25,0.66,1.94,0.23,0.47,0.27,0.2,0.15,1.62,1.48,1.54,0.33,2.09
"GCNT4",0.29,0.75,0.61,2.96,0.24,0.46,0.47,0.38,3.14,0.92,2.39,0.33,1.26
"ANKRD31",0.03,0.37,0.1,0,0,0.1,0.05,0.03,0.49,0.22,0.26,0.09,0.25
"HMGCR",4.24,12.55,6.84,7.06,18.12,11.02,7.07,15.97,17.25,8.28,9.19,14.38,11.06
"CERT1",5.68,8.52,7.87,4.78,30.35,15.06,5.57,34.21,22.39,12.06,9.09,22.01,10.94
"POLK",11.19,30.34,17.67,15.03,30.82,28.58,17.66,32.58,45.38,24.89,24.09,25.01,16.5
"ANKDD1B",0.16,0.94,2.45,0,0.24,0.72,0.32,0.99,3.03,0.98,0.46,0.66,0.38
"POC5",2.22,5.81,4.19,3.87,6.59,5.23,2.87,5.76,6.85,4.49,4.05,5.53,3.48
"SV2C",0.04,0.37,0.61,0,0.24,2.92,0.02,0.03,0.16,0.06,0.1,0.05,0.7
"IQGAP2",5.33,11.52,2.66,9.11,6.82,7.61,5.89,21,6.55,1.29,1.83,11.38,31.23
"F2RL2",0.09,0.37,0,0.46,1.41,0.14,0.05,0.56,0.24,0.15,0.26,0.28,0.44
"F2R",27.02,42.79,16.96,26.42,63.29,35.93,20.83,70.85,49.69,34.74,34.46,63.23,22.31
"F2RL1",0.37,1.5,0.2,0,1.41,1.01,0.52,1.75,1.11,0.55,0.88,1.59,0.32
"S100Z",0.07,0.37,0,0.46,0,0.08,0.15,0.13,0.73,0.18,0.07,0.05,0.25
"CRHBP",4.09,11.42,0.82,51.25,2.59,2.36,10.31,4.88,23.26,9.23,10.92,3.04,3.29
"AGGF1",11.68,25.37,7.97,11.16,24.94,18.55,11.49,23.01,18.2,18.74,20.1,21.17,10.56
"ZBED3",4.9,10.49,3.17,5.01,10.35,12.6,6.07,13.46,13.16,8.8,7.75,11.24,5.37
"ZBED3-AS1",0.55,1.59,0.51,0.68,1.65,2.21,0.95,1.83,2.27,1.48,1.18,1.22,1.2
"PDE8B",0.63,8.05,1.63,0,1.88,1.12,0.3,3.58,0.92,0.31,0.2,1.31,0.44
"WDR41",4.52,15.07,5.31,4.78,12.94,8.09,5.22,11.02,15.08,7.72,8.76,10.44,6.13
"OTP",0,0,0,0,0,0,0,0,0,0,0,0,0
"TBCA",41.76,72.1,58.12,41.46,70.82,55.49,43.53,59.01,62.82,56.77,66.1,65.15,44.56
"AP3B1",12.25,30.71,10.62,12.53,38.35,29.29,15.71,37.53,51.72,23.66,23.83,31.48,21.62
"SCAMP1-AS1",3.1,7.87,4.8,2.28,6.35,4.76,4.05,5.89,8.45,5.57,6.02,6.23,3.79
"SCAMP1",10.65,25.56,12.26,15.49,24.71,24.28,14.61,31.16,38.8,20.06,20.76,27.03,15.11
"LHFPL2",4.86,14.89,3.78,9.79,19.53,9.93,10.59,14.32,32.9,12.92,18.34,18.59,9.42
"ARSB",2.77,9.55,2.76,2.28,10.12,6,2.82,8.53,12.4,4.22,4.81,7.35,4.49
"DMGDH",0.7,2.81,1.23,1.37,1.18,5.09,0.77,1.63,4.55,1.63,1.21,1.03,1.52
"BHMT2",1.94,4.87,9.91,2.73,2.12,2.54,1.67,5.03,5.93,2.98,2.65,3.19,1.2
"BHMT",0.7,3.09,0.2,0.91,0.24,0.81,1.05,0.23,0.16,0.34,0.56,0.7,0.44
"JMY",6.35,23.6,8.07,7.97,12.47,18.41,10.14,21.51,28.32,12.55,13.17,15.6,24.08
"HOMER1",1.5,8.24,4.09,1.82,4.94,7.14,2.12,4.7,9.5,3.78,7.68,4.82,5.94
"TENT2",4.97,13.67,7.56,8.43,19.06,17.39,7.64,25.93,37.86,13.78,8.89,17.47,15.93
"CMYA5",0.26,2.06,1.33,0.46,0.94,0.7,0.35,0.71,1.19,0.86,0.69,0.66,0.51
"MTX3",1.93,6.84,4.29,3.42,6.12,4.76,2.27,7.14,7.31,4.74,4.64,6.18,4.17
"THBS4",1.1,6.18,1.94,1.14,0.71,0.74,0.55,0.46,1.14,0.58,0.72,1.26,0.63
"SERINC5",6.85,21.35,9.3,16.86,15.76,16.61,9.39,20.29,32.9,10.62,13.83,16.58,14.79
"ZFYVE16",12.77,33.99,17.88,13.9,32,28.44,18.93,42.74,43.7,20.86,23.73,33.07,20.16
"FAM151B",0.35,1.69,1.02,0.68,1.88,1.96,0.37,1.14,3.03,0.83,1.14,0.66,0.44
"ANKRD34B",0,0,0,0,0,0.02,0.02,0,0,0.03,0.03,0,0
"DHFR",3.09,9.74,2.25,3.87,41.18,6.56,3.27,8.05,10.99,4.71,4.81,7.21,4.68
"MSH3",6.01,15.45,6.03,6.83,19.29,16.4,7.59,19.91,27.02,11.14,10.98,14.94,11.13
"RASGRF2-AS1",0.8,2.34,0.2,0.46,4.47,1.47,0.45,2.39,1.44,0.22,0.39,3.04,0.57
"RASGRF2",11.73,28.93,3.37,9.34,32.47,34.27,13.11,49.09,59.36,13.51,14.87,33.11,12.83
"CKMT2-AS1",1.74,6.55,2.35,1.82,5.41,5.23,2.67,8,12.4,4,4.41,4.07,3.41
"CKMT2",1.07,3.18,0.2,0.46,0.94,1.24,1.32,1.22,2.57,2.15,2.68,0.66,0.32
"ZCCHC9",6.21,17.98,6.64,6.61,13.41,11.23,7.79,12.98,14.73,11.05,12,12.88,7.96
"ACOT12",0.02,0.37,0,0,0,0.23,0.07,0.03,0.65,0.09,0.07,0.09,0.25
"SSBP2",5.68,28.75,14.2,8.88,6.35,20.25,15.26,12.72,41.86,19.2,21.77,8.34,15.17
"ATG10",4.17,11.52,6.64,5.92,9.65,10.65,6.04,11.63,21.31,7.66,8.14,8.81,7.59
"ATP6AP1L",0.48,4.21,0.72,0.91,2.35,1.68,0.87,1.78,6.28,1.94,1.93,1.17,1.01
"TMEM167A",20.22,39.7,26.25,18.45,50.12,31.83,23.4,41.42,36.42,29.78,35.27,41.45,26.23
"XRCC4",2.72,8.43,2.76,3.42,12,9.08,4.7,9.29,11.05,6.46,5.66,6.79,5.63
"VCAN",6.81,23.5,3.78,28.93,17.18,4.05,6.34,10.13,37.18,39.14,34.68,9.74,5.44
"VCAN-AS1",0.05,0.84,0,0,0,0,0.05,0.08,2.11,0.18,0.29,0.09,0.25
"HAPLN1",2.9,4.49,0.1,0.23,13.18,0.29,0.92,5.54,4.85,2.58,1.41,7.26,0.88
"EDIL3",11.86,26.31,1.33,4.33,35.06,8.54,14.31,45.33,31.17,9.6,8.07,34.61,11.31
"COX7C",61.73,86.05,78.14,66.06,80.24,76.86,60.81,71.61,75.79,81.48,87.45,80.37,74.15
"RASA1",8.31,20.6,9.09,9.57,24.71,23.27,12.29,29.28,45.41,18.52,18.11,24.26,16.12
"CCNH",13.07,34.27,13.99,13.9,22.35,29.89,21.28,31.77,49.28,21.57,29.85,23.65,39.76
"TMEM161B",2.7,8.61,2.96,4.78,6.12,7.67,3.75,8.53,13.67,6.25,5.98,6.28,7.33
"TMEM161B-AS1",4.21,11.89,8.48,7.06,16,10.34,4.75,12.95,17.01,9.72,10,9.32,7.14
"MEF2C-AS2",0.02,0.47,0.1,0,0,0.37,0.12,2.72,1.95,0.22,0.16,0.66,0.51
"MEF2C",49.17,76.12,41.57,44.42,71.53,66.95,51.1,88.7,87.87,59.42,62.67,79.06,38.5
"MEF2C-AS1",1.77,8.52,2.04,3.19,3.29,6.66,2.97,7.52,22.1,5.17,5.72,4.45,2.72
"CETN3",6.77,16.85,9.6,8.88,20.47,9.35,7.54,12.19,11.48,10.31,10.17,12.27,5.37
"MBLAC2",1.98,5.24,2.15,1.59,5.88,4.01,2.35,5.51,5.77,4.34,3.76,4.68,2.15
"POLR3G",1.33,2.34,0.82,1.59,6.12,2.21,1.47,2.84,4.71,2.15,2.35,2.81,1.58
"LYSMD3",5.36,15.07,7.87,7.74,17.88,11.83,8.94,16.58,19.2,10.65,11.64,14.94,11.88
"ADGRV1",0.16,0.56,0.2,0.23,0.47,0.91,0.37,0.89,1.6,0.49,0.59,0.61,0.7
"LUCAT1",0.58,3.65,0.92,0.68,2.35,2.15,1.95,2.64,5.96,1.29,5.69,2.15,2.47
"ARRDC3",20.58,42.79,20.43,20.05,36,37.6,25.35,43.37,47.55,32.83,47.3,32.74,29.65
"ARRDC3-AS1",0.35,2.25,0.72,1.59,2.82,1.49,0.62,1.98,7.01,1.66,1.57,1.17,1.52
"NR2F1-AS1",2.79,16.48,13.59,16.86,6.82,2.59,4.17,14.75,34.8,6.37,5.98,8.71,2.97
"NR2F1",4.74,25.56,47.5,56.04,13.18,1.61,6.57,13.94,39.72,8.89,11.34,10.87,5.25
"FAM172A",9.89,31.46,12.26,14.81,22.82,27.18,12.54,33.42,58.08,22.37,19.91,24.87,19.85
"POU5F2",1.25,2.43,1.63,1.14,2.59,2.34,1.07,3.81,5.39,2.37,2.39,2.67,2.15
"KIAA0825",1.17,4.87,2.15,0.91,2.59,4.43,1.9,7.54,14.43,4,2.55,4.31,4.05
"SLF1",7.44,15.82,7.66,7.74,17.41,10.8,9.32,15.16,20.15,11.26,9.12,12.83,10.94
"MCTP1",19.96,34.93,7.56,21.41,36.47,58.49,23.58,38.75,73.92,50.03,60.51,36.16,20.29
"TTC37",13.52,33.15,14.4,15.72,33.41,28.48,17.71,40.6,43.84,25.45,22.13,34.52,20.73
"ARSK",2.53,8.52,3.06,2.51,4.71,4.49,3.45,7.21,6.07,3.32,3.89,5.67,3.22
"GPR150",0.05,0.09,0,0,0.24,0.1,0.17,0.1,0.08,0.15,0.03,0.28,0.38
"RFESD",0.66,1.69,1.53,0.46,3.06,1.12,0.85,1.27,1.52,1.23,1.18,1.08,0.95
"SPATA9",0.07,0.66,0,0.23,0.24,0,0,0.2,0.22,0,0,0.14,0.13
"RHOBTB3",5.52,26.59,4.8,2.51,22.59,5.4,5.42,22.96,13.73,4.28,5.13,17,5.56
"GLRX",15.86,38.3,17.88,14.81,28.47,26.43,22.08,32.58,27.92,17.17,23.77,31.1,24.53
"ELL2",7.19,28.46,7.05,8.66,18.35,18.22,10.19,31.34,31.46,8.25,15.82,20.98,27.05
"PCSK1",0.17,0.75,0,0,0.47,0.46,0.35,1.6,0.68,0.09,0.16,0.75,0.13
"CAST",40.13,71.07,48.21,48.97,73.88,61.53,49.25,75.42,82.89,61.17,66.79,72.08,52.78
"ERAP1",4.81,12.73,6.33,9.11,12.94,11.89,8.82,11.68,15.73,8.92,8.3,8.29,9.8
